0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,Label
69,11,4,3,1,0,1,6,2,1,0,0,0,2,0,0,64,15,6,2,1,1,3,3,1,1,1,0,0,1,1,0,0,0,0,0,0,1,2,2,6,4,15,10,27,23,1,9,Class_3
68,16,6,2,4,3,0,0,0,1,0,0,0,0,0,0,68,19,5,2,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,7,18,19,28,12,5,6,Class_3
77,12,2,1,1,2,0,1,3,0,1,0,0,0,0,0,79,11,1,1,1,1,1,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,17,35,28,8,0,8,Class_3
60,24,3,1,1,1,1,3,2,2,1,0,0,1,0,0,65,17,5,0,0,1,3,5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,2,7,8,15,25,18,13,1,10,Class_3
69,16,2,1,0,2,1,4,1,2,0,1,0,1,0,0,58,20,9,1,0,1,1,3,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,3,5,12,22,24,17,5,1,11,Class_3
73,24,0,0,1,0,0,1,0,1,0,0,0,0,0,0,85,10,2,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,8,10,32,32,12,4,Class_3
66,20,2,1,1,1,3,1,2,0,2,1,0,0,0,0,61,22,5,1,1,0,2,3,0,1,2,1,1,0,0,0,0,0,0,0,0,0,1,1,2,7,19,31,21,5,3,10,Class_3
67,19,4,0,2,3,1,0,0,2,1,1,0,0,0,0,67,20,3,1,0,5,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,5,11,25,23,17,6,4,9,Class_3
51,24,8,2,1,5,0,2,2,1,1,1,2,0,0,0,68,11,5,3,3,2,0,1,3,0,1,1,2,0,0,0,0,0,0,0,0,0,2,4,5,14,15,19,21,7,3,10,Class_3
61,23,8,2,1,1,1,1,1,0,0,1,0,0,0,0,78,11,4,2,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,16,38,23,9,3,6,Class_3
53,29,3,3,1,2,3,2,0,1,2,1,0,0,0,0,60,19,8,2,0,2,3,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,1,3,15,17,11,20,17,4,2,10,Class_3
64,24,3,0,2,0,2,2,0,1,2,0,0,0,0,0,75,14,1,1,2,1,2,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,13,20,23,20,7,7,Class_3
69,21,3,1,0,2,0,0,1,1,1,1,0,0,0,0,67,24,2,1,0,0,2,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,7,13,20,25,16,8,8,Class_3
74,13,2,0,2,2,2,0,0,3,2,0,0,0,0,0,73,16,2,0,0,2,2,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14,29,25,12,4,11,Class_3
67,18,1,1,0,2,2,1,1,2,3,1,1,0,0,0,69,16,1,1,0,3,1,1,1,2,1,3,0,1,0,0,0,0,0,0,0,0,0,5,11,10,16,16,12,11,9,10,Class_3
53,25,8,4,4,4,0,0,0,1,1,0,0,0,0,0,71,16,2,4,2,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,15,23,19,14,8,7,Class_3
73,12,2,2,0,3,0,3,2,2,0,1,0,0,0,0,60,21,5,2,1,1,2,1,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,4,15,18,17,19,11,4,11,Class_3
65,21,4,1,1,0,1,3,1,1,1,0,1,0,0,0,62,25,2,2,1,0,1,2,2,1,0,1,0,1,0,0,0,0,0,0,0,1,2,1,3,8,12,24,25,9,8,7,Class_3
74,12,1,1,2,0,4,4,1,0,0,1,0,0,0,0,66,17,3,2,1,1,3,4,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,3,9,11,33,16,13,5,8,Class_3
62,20,6,0,2,1,3,0,3,2,0,1,0,0,0,0,63,20,4,1,2,2,1,2,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,5,7,15,24,22,11,4,10,Class_3
64,21,7,2,1,1,0,1,1,2,0,0,0,0,0,0,77,13,4,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,18,23,31,14,3,5,Class_3
49,22,9,5,0,5,1,3,1,2,1,0,1,0,0,1,55,27,3,2,2,2,3,1,0,1,1,1,2,0,0,0,0,0,0,0,0,0,1,7,6,15,19,11,21,8,2,10,Class_3
56,31,5,1,2,1,2,1,1,0,0,0,0,0,0,0,71,20,2,0,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,14,17,25,25,5,10,Class_3
67,19,6,1,0,0,2,3,2,0,0,0,0,0,0,0,76,14,2,1,0,0,2,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,5,20,38,22,2,8,Class_3
61,21,2,1,3,1,4,1,0,2,3,1,0,0,0,0,54,28,2,2,0,3,2,3,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,7,4,15,19,21,9,11,4,10,Class_3
71,20,3,1,2,1,0,0,0,2,0,0,0,0,0,0,78,15,1,1,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,27,30,16,8,4,Class_3
65,22,3,0,1,2,3,0,2,0,0,1,1,0,0,0,74,13,3,0,1,1,4,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,16,28,22,19,3,10,Class_3
0,0,0,1,0,1,1,1,1,4,15,13,20,20,10,13,0,0,0,1,0,1,1,2,3,2,11,16,18,19,15,11,37,28,14,8,8,4,1,0,0,0,0,0,0,0,0,0,Class_4
0,0,0,0,0,0,0,4,2,9,17,21,16,12,12,7,0,0,0,0,1,0,0,3,2,7,11,15,25,17,7,12,37,19,17,17,3,3,2,1,1,0,0,0,0,0,0,0,Class_4
0,0,1,0,0,2,2,2,3,4,11,13,17,19,13,13,0,0,0,0,3,1,2,1,4,5,11,19,17,17,15,5,37,23,20,6,7,6,0,1,0,0,0,0,0,0,0,0,Class_4
0,0,0,0,0,1,2,0,2,7,9,24,13,15,18,9,0,0,0,0,0,2,1,2,0,6,15,22,11,18,16,7,48,13,18,8,5,7,1,0,0,0,0,0,0,0,0,0,Class_4
1,0,1,0,0,0,2,0,1,6,17,14,7,19,15,17,0,0,1,1,2,0,4,1,3,7,11,13,13,19,13,12,43,16,12,11,8,8,2,0,0,0,0,0,0,0,0,0,Class_4
0,0,0,2,0,0,1,0,5,7,16,13,14,17,15,10,0,0,0,1,1,0,0,1,2,4,12,15,15,20,15,14,39,15,12,15,7,8,4,0,0,0,0,0,0,0,0,0,Class_4
0,1,0,0,2,3,1,2,3,7,12,14,16,20,15,4,1,0,0,1,3,1,1,3,2,4,13,15,13,21,13,9,48,14,14,10,6,4,2,0,0,1,0,1,0,0,0,0,Class_4
0,0,0,1,2,0,0,1,9,6,18,14,12,18,9,10,0,0,0,0,2,1,0,0,4,10,8,16,16,14,16,13,34,18,24,9,6,4,3,2,0,0,0,0,0,0,0,0,Class_4
0,0,0,1,0,2,1,1,3,13,16,17,15,20,8,3,0,0,0,0,1,1,1,1,2,5,12,22,15,16,14,10,50,15,13,17,5,0,0,0,0,0,0,0,0,0,0,0,Class_4
0,0,0,1,2,2,1,1,3,3,12,17,18,16,18,6,0,0,1,1,1,2,1,1,4,3,10,17,17,19,18,5,36,12,15,15,13,7,2,0,0,0,0,0,0,0,0,0,Class_4
0,0,0,0,1,1,0,0,2,3,21,18,18,23,9,4,0,0,0,0,0,2,0,0,0,4,17,22,16,19,12,8,60,18,13,7,2,0,0,0,0,0,0,0,0,0,0,0,Class_4
0,0,0,0,0,1,0,1,3,3,12,27,18,11,17,7,0,0,0,0,1,0,0,2,2,2,17,21,20,14,15,6,51,11,14,13,10,0,1,0,0,0,0,0,0,0,0,0,Class_4
0,0,0,1,1,0,1,1,4,9,12,15,16,11,23,6,0,0,0,1,1,0,1,2,2,11,9,18,13,20,9,13,38,21,16,13,8,3,1,0,0,0,0,0,0,0,0,0,Class_4
0,0,0,0,2,2,1,1,3,6,10,16,17,16,18,8,0,0,0,0,3,2,0,1,4,7,9,19,17,15,16,7,44,21,10,15,7,1,0,0,2,0,0,0,0,0,0,0,Class_4
0,0,0,1,0,0,4,2,1,4,19,13,21,14,14,7,0,0,0,1,0,1,3,2,1,6,14,17,22,15,12,6,42,19,14,14,9,1,0,1,0,0,0,0,0,0,0,0,Class_4
0,0,0,0,1,1,0,3,4,8,13,14,18,15,8,15,0,0,0,0,1,1,1,1,3,6,17,14,12,13,19,12,43,20,10,15,10,0,2,0,0,0,0,0,0,0,0,0,Class_4
0,0,0,0,0,3,0,5,2,7,16,16,18,19,9,5,0,0,0,0,1,1,2,2,4,3,13,22,12,21,14,5,38,18,11,16,10,3,1,3,0,0,0,0,0,0,0,0,Class_4
0,0,0,0,0,0,1,0,2,3,12,22,18,14,17,11,0,0,0,0,0,0,1,1,1,5,15,17,23,12,16,9,43,26,15,6,8,2,0,0,0,0,0,0,0,0,0,0,Class_4
0,0,0,0,1,0,1,2,4,7,14,16,6,17,15,17,0,0,0,0,1,0,1,4,3,6,13,14,8,13,21,16,51,17,9,13,5,5,0,0,0,0,0,0,0,0,0,0,Class_4
0,0,0,1,0,1,2,2,3,5,10,22,16,17,13,8,0,0,0,0,1,0,3,4,2,4,15,18,16,12,17,8,48,18,15,8,7,3,1,0,0,0,0,0,0,0,0,0,Class_4
0,0,1,1,1,1,2,1,1,6,21,15,14,20,11,5,0,0,1,1,1,1,1,1,2,6,17,15,13,25,12,4,45,16,13,16,2,5,3,0,0,0,0,0,0,0,0,0,Class_4
0,0,1,0,1,1,0,2,3,9,16,20,14,13,12,8,0,0,0,0,2,1,0,0,0,2,15,18,21,11,19,11,49,20,14,9,6,0,2,0,0,0,0,0,0,0,0,0,Class_4
0,0,0,1,1,1,0,1,2,3,12,22,19,17,14,7,0,0,1,1,0,1,1,1,0,4,13,19,13,26,11,9,46,15,22,7,8,0,1,1,0,0,0,0,0,0,0,0,Class_4
0,0,0,0,0,2,1,1,4,7,18,14,11,17,21,4,0,0,0,0,2,0,2,1,3,9,16,16,10,12,24,5,51,15,14,11,4,2,2,1,0,0,0,0,0,0,0,0,Class_4
0,0,0,0,1,0,1,2,2,6,11,17,16,18,17,9,0,0,0,0,1,2,3,0,2,6,11,23,16,15,11,10,47,9,15,14,7,5,2,1,0,0,0,0,0,0,0,0,Class_4
0,0,0,2,0,2,2,2,2,14,7,19,13,17,15,5,0,0,0,0,3,1,1,3,0,8,16,21,15,13,12,7,36,18,18,15,4,4,2,2,1,0,0,0,0,0,0,0,Class_4
0,0,0,1,3,0,1,0,5,7,19,19,18,17,5,5,0,0,0,1,1,2,2,1,0,6,11,20,24,14,13,5,32,27,16,10,8,2,3,0,1,0,1,0,0,0,0,0,Class_4
0,0,1,2,0,1,1,2,0,5,9,23,14,18,12,12,0,0,1,1,2,1,1,2,0,4,17,16,15,20,8,12,44,14,21,12,2,3,3,1,0,0,0,0,0,0,0,0,Class_4
0,0,0,0,0,2,3,0,3,4,20,8,17,16,20,7,0,0,0,0,0,1,3,1,2,5,18,11,12,18,17,12,56,15,11,8,7,2,0,1,0,0,0,0,0,0,0,0,Class_4
0,0,0,1,1,0,0,2,1,11,10,21,17,14,11,11,0,1,0,0,1,0,1,2,2,8,11,20,18,16,10,10,47,17,14,14,2,4,2,0,0,0,0,0,0,0,0,0,Class_4
56,22,11,7,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4,10,22,21,28,9,4,0,0,0,0,0,0,1,0,1,7,9,21,23,25,8,5,Class_5
45,26,16,5,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,12,23,22,20,14,4,0,0,0,0,0,0,0,1,0,4,11,18,24,20,15,7,Class_5
33,24,21,15,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,6,15,21,19,20,7,5,0,0,0,0,0,0,1,3,1,3,12,17,30,17,13,3,Class_5
49,25,15,7,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,12,22,28,17,11,3,0,0,0,0,0,0,2,1,0,3,12,24,28,14,12,4,Class_5
52,20,14,9,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,5,14,15,19,23,12,8,0,0,0,0,0,2,1,0,2,7,11,17,21,16,14,9,Class_5
28,24,18,13,9,5,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,6,7,24,16,18,17,5,3,0,0,0,0,0,0,0,3,4,8,15,24,17,15,10,4,Class_5
48,20,18,10,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,7,15,16,19,15,18,6,0,0,0,0,0,0,0,0,2,6,16,20,16,21,13,6,Class_5
47,27,19,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,12,25,22,28,8,2,0,0,0,0,0,0,1,0,1,0,15,20,26,19,15,3,Class_5
46,20,19,9,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,5,16,27,16,17,9,5,0,0,0,0,0,0,0,0,2,1,8,29,19,23,14,4,Class_5
35,25,21,12,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,12,13,20,18,17,13,3,0,0,0,0,0,2,1,1,1,10,15,20,19,18,10,3,Class_5
42,31,11,8,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,3,18,15,24,23,8,4,0,0,0,0,0,0,0,0,2,4,10,24,21,18,16,5,Class_5
57,18,13,8,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,16,23,30,14,8,4,0,0,0,0,0,0,0,2,0,5,12,33,26,15,4,3,Class_5
36,20,20,10,10,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,3,6,19,21,16,22,10,0,0,0,0,0,0,1,1,2,4,6,17,18,16,21,8,6,Class_5
50,13,14,12,7,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,2,8,14,19,17,16,13,5,0,0,0,0,0,1,1,0,3,7,15,19,19,17,14,4,Class_5
40,18,21,10,4,1,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,6,16,19,19,18,14,3,0,0,0,0,0,0,2,0,2,4,14,22,18,19,12,7,Class_5
